num,country,description,designation,points,price,province,region1,region2,variety,winery
2016,Germany,"White blossoms and summer peaches persist from nose to finish here. The palate is lusciously sweet, dripping with ripe, rich apricot and tangerine flavors, but a backdrop of lime acidity makes it refreshing too. Drink now through 2021.",Johannisberger Klaus Spätlese,90,40.0,Rheingau,,,Riesling,Johannishof
2017,US,"Leather, cedar and tobacco figure most prominently here with an additional 12% Cabernet Sauvignon in the blend helping matters. The juicy core of blackberry and currant brushes against a rustic, burliness of tannin that finds balance and restraint on the finish.",Classic Collection,90,24.0,California,Napa Valley,Napa,Petit Verdot,Napa Cellars
2018,US,"This wine combines 60% Cabernet Sauvignon, 37% Zinfandel and 3% Petit Verdot from the producer's Three Palms Vineyard. Smooth and toasty, it's also structured and vibrantly fruity in black cherry, with delightful hints of clove and black pepper.",Proprietary,90,48.0,California,Napa Valley,Napa,Red Blend,Paraduxx
2019,US,"A seductive oak aroma and richly layered fruit flavors make this wine a bit of a show stopper. The fine-grained tannins add a velvety mouthfeel, while the full body adds extra viscosity to extend the aftertaste.",Schatz Family Reserve,90,60.0,California,Lodi,Central Valley,Cabernet Sauvignon,Peltier
2020,Germany,"Stridently purple in hue, this bold, richly berried wine deftly blends the spice and smoke of Lemberger with the plush black fruit and bramble of Merlot and Dornfelder. Hints of granite and herb lend elegance but its faint tannins and sunny acidity make it enjoyable now through 2021.",Cuvée Noir,90,21.0,Pfalz,,,Red Blend,Pflüger
2021,Germany,"Guava and caramelized honey scent this lusciously fruity yet dry Riesling. It's ripe and silken on the palate, but vibrantly structured, finishing on a mouthwatering crush of tangerine flavor. Drink now through 2020.",Hattenheimer Schützenhaus Kabinett Trocken,90,25.0,Rheingau,,,Riesling,Weingut Hans Bausch
2022,Spain,"This is one of the most inky, concentrated, fiercely tannic vintages of Alion to date. Aromas of granite, boysenberry and grilled meat feed into a biting, full-bodied palate that can only benefit from more time. Blackberry, vanilla and chocolate flavors finish with mocha notes and stocky, rugged tannins. This is fierce and unrefined now; drink from 2018 through 2027.",,90,95.0,Northern Spain,Ribera del Duero,,Tempranillo,Alion
2023,US,"Smoky, earthy, black pepper aromas make this wine catchy at the first sniff, and then the flavors fill the mouth with similarly spicy, earthy suggestions. It is full-bodied, firm-textured and quite concentrated. Pour this with venison or smoked duck or another game dish if possible.",,90,18.0,California,El Dorado,Sierra Foothills,Barbera,Boeger
2024,US,"This is a beautiful, fresh, relatively light and nicely balanced wine with a gorgeous array of vibrant fruit in both the aromas and the flavors. It pours on red and black cherry and raspberry while backing them up with good, taut acidity and light tannins.",Testa Vineyard,90,28.0,California,Mendocino,Mendocino/Lake Counties,Carignane,Donkey & Goat
2025,Australia,"This medium-bodied Shiraz is refreshingly medium-bodied and drinkable, with softly dusty tannins on the finish that don't get in the way of present enjoyment. The aromas are a bit floral, hinting at stone fruit and anise, while the flavors are raspberry and red plum. Drink now–2020.",Ned & Henry's,90,25.0,South Australia,Barossa Valley,,Shiraz,Hewitson
2026,US,"Intriguing aromas of wilting rose petals, turned earth, wild mint and a lamb-like gamey character entertain the nose on this very special bottling. The palate is quite tart with cranberries, pomegranates and strawberries, with the fruits' bright acidity carrying deep into the finish.",Especial,90,40.0,California,Adelaida District,Central Coast,Zinfandel,Peachy Canyon
2027,Germany,"Schloss Vollrad's standard-label Kabinett has a distinctly sheer, almost ephemeral lightness. Juicy white peach and grapefruit flavors shine brightly on the palate, but are edged by angularities of acidity and crushed stone. It finishes long with a lingering kiss of sweetness.",Kabinett,90,25.0,Rheingau,,,Riesling,Schloss Vollrads
2028,Australia,"From vines that were 79 years old when the fruit was harvested, this is made in a deliberately lean style to encourage cellaring. Notes of lemon, crushed stone and apple skin are taut and dry, with a dusty, tactile sensation on the finish. Drink now, or hold through at least 2020 to allow for more development.",1927 Vines,90,33.0,Victoria,Nagambie Lakes,,Marsanne,Tahbilk
2029,Italy,"Apple, yellow flower and sea breeze aromas lead the way. The bright, elegant palate displays lemon, lime and walnut alongside vibrant acidity. A mineral vein underscores the savory flavors. Drink now or hold another two or three years for more complexity.",Shamaris,90,20.0,Sicily & Sardinia,Sicilia,,Grillo,Cusumano
2030,France,"This wine is well poised between structure and fresh red fruits. A dark side of firm tannins gives a dry core to the wine, while the bright red-berry fruit is perfumed and fresh. The two elements are integrating well. Drink from 2019.",Grandes Vignes,90,,Burgundy,Marsannay,,Pinot Noir,Domaine Bart
2031,France,"A perfumed village wine, this is made from four different parcels. The wine offers an attractive touch of tannin and spice to go with the forward red fruits. It should develop relatively quickly, and will be ready to drink from 2018.",,90,,Burgundy,Beaune,,Pinot Noir,Domaine des Croix
2032,France,"The nose has the rich fruity tones of apple and plum peel. The palate is wonderfully clean and fresh, with a slight phenolic frame which lends both structure and texture. There is slight pepper spice, too, and a whole host of red, ripe apples.",,90,23.0,Alsace,Alsace,,Pinot Blanc,Domaine Pfister
2033,US,"Emblematic of the emerging trend of pushing finished alcohol levels down and aromatics up, this puts the flavor emphasis on subtle complexity. It offers a full range of tart red fruits, along with seams of dried leaf and milk chocolate. It was entirely whole-cluster fermented, and aged 16 months in 15% new oak.",Cancilla Vineyard Ken's POM,90,39.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Swick
2034,Italy,"Aromas of toasted oak, nut, acacia flower and orchard fruit come together in the glass. The firm palate offers mature yellow apple, candied nectarine zest, toasted hazelnut and flinty mineral. Bright acidity provides balance.",Bianco,90,20.0,Sicily & Sardinia,Etna,,White Blend,Tenuta delle Terre Nere
2035,Italy,"Alluring scents of fragrant spring flower, citrus and ripe orchard fruit set the tone. The lively, refined palate doles out lemon zest, Mediterranean herb, juicy nectarine and apple alongside bright acidity. A saline note closes the succulent finish.",,90,,Sicily & Sardinia,Terre Siciliane,,Grillo,Terre di Giurfo
2036,Italy,"Alluring scents of Spanish broom, iris, berry and a hint of dried herb come together on this. The bright palate offers candied cherry, nectarine zest, white pepper and a hint of fennel while a mineral note signals the finish.",,90,19.0,Sicily & Sardinia,Etna,,Rosato,Tornatore
2037,Italy,"Bright and savory, this opens with enticing aromas of wild berry, fragrant blue flower, rose and a whiff of exotic spice. The silky, easy-drinking palate offers succulent Marasca cherry, black raspberry, white pepper and a hint of clove alongside lithe tannins and fresh acidity.",Il Frappato,90,,Sicily & Sardinia,Vittoria,,Frappato,Valle dell'Acate
2038,Italy,"Subtle aromas of red berry, brimstone and a floral note lead the way. The palate offers juicy red cherry black raspberry, cinnamon and clove while a mineral note signals the close. It's still young but balanced, with fresh acidity and firm, refined tannins. Drink 2018 through 2026.",Mofete,90,,Sicily & Sardinia,Etna,,Red Blend,Palmento Costanzo
2039,Italy,"Pressed wild flower, hay, fennel and ripe berry scents mingle together in the glass. The refreshing palate combines crushed strawberry, juicy red cherry, saline and a hint of baking spice alongside bright acidity.",Rosso,90,30.0,Sicily & Sardinia,Etna,,Nerello Mascalese,Graci
2040,US,"This wine required considerable aeration before it began opening up. Once there, the airy pretty fruit flavors emerged, a mix of Bing cherries and a dusting of malt powder. It's got a buoyant midpalate and a pleasing streak of orange Creamsicle.",Olenik Vineyard Wadensvil Block,92,48.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Patricia Green Cellars
2041,US,"Stunningly good for an entry-level Pinot Noir, this new Tavola gets the sort of care generally reserved for reserves. Native yeast fermentation and almost a year in 20% new French oak is where it starts; then a barrel selection is made and it's bottled unfined and unfiltered. Deep flavors emphasize black fruits, with a dash of pepper highlighting the finish.",Tavola,92,27.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Ponzi
2042,France,"From a small parcel of 19th-century vines planted on the hill of Saint-Mont, this is a finely structured rich wine. It has dark tannins and dense black fruits that are balanced by acidity. Rich, spicy and full, it still has tannins that will begin to soften shortly. Drink from 2018 until 2024.",La Madeleine de Saint-Mont,92,99.0,Southwest France,Saint-Mont,,Red Blend,Producteurs Plaimont
2043,Austria,"Rich and developed dried pear and apricot notes stream from the nose of this wine, signifying its evolution. The palate is dry but rich with fruit and an emollient sense of vanilla spice. This is structured and bold, holding ample power within its broad shoulders and plenty of length on the finish. Pair with an equally potent dish or cellar and drink through 2020.",St. Georg,92,,Burgenland,,,Grüner Veltliner,Sohm & Kracher
2044,US,"Winemaker Bill Brosseau tapped into his family's vineyard to produce this light and delicate wine. Its aromas suggest white flowers, key lime and chalk, while its flavors are high-toned and tight, recalling chilled pear, lime and pomelo pith. A graphite-like minerality adds complexity.",Brosseau Vineyard,92,49.0,California,Chalone,Central Coast,Chardonnay,Testarossa
2045,US,"Blue fruit, raspberry, violet, dark chocolate, green olive and spice aromas lead to ripe fruit and herb flavors that mix in plenty of smoked-meat notes, heightened a dazzling feel. A lengthy finish caps it off. It's an intriguing wine that keeps you coming back for more.",,92,32.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,Trust
2046,Austria,"Delicious blueberry, plum and cinnamon notes are still shy on the nose. The palate also holds them tight with pervading, lively freshness and a very slight spritz. White pepper spice colors the edges, making for an exciting, concentrated but light-footed wine that has rusticity and elegance in equal measure. Lovely now but sure to develop. Drink now–2025.",Schiefer,92,24.0,Eisenberg,,,Blaufränkisch,Uwe Schiefer
2047,France,"Produced only in top years, this rich wine is impressive. It has great fruit, ripe strawberries and red currants bringing juicy fruitiness. There is also a more serious mineral texture that comes with tangy acidity. Age this wine for a few more months and drink from the end of 2017.",Les Puechs,92,17.0,Provence,Côtes de Provence,,Rosé,Château la Vivonne
2048,France,"This blend of Grenache and Cinsault comes from the small cru area of La Londe. Produced from organic grapes, it is pale in color, although rich in texture and with touches of white peach and strawberry. With its pepper and tangy texture it is a style of rosé that could well age. Drink from 2018.",Léoube la Londe,92,48.0,Provence,Côtes de Provence La Londe,,Rosé,Château Léoube
2049,Italy,"Ripe plum, forest floor, truffle and dark spice aromas lead the nose. The delicious, enveloping palate doles out fleshy blackberry, juicy black cherry, cinnamon and licorice flavors while an earthy hint of game lends character. Firm, velvety tannins provide polished support. Drink 2018–2023.",Valle del Noce,92,45.0,Southern Italy,Aglianico del Vulture,,Aglianico,D'Angelo
2050,US,"This dazzling, dry and restrained wine was matured in new French oak but with such a light touch that it feels more lean than fat in texture. It has enough fruitiness—crisp apple and lemon flavors—and spice to make it tempting now, though it will improve with age. Best after 2020.",Perli Vineyard,92,42.0,California,Mendocino Ridge,Mendocino/Lake Counties,Chardonnay,Donkey & Goat
2051,US,"Exotic and complex, this medium-bodied, structured wine is awash with aromas, from charcuterie and mixed nut to cedar and pencil. Anchoring it is a dusty tannic profile and a punch of oak.",Miljenko's Selection Estate Grown,92,90.0,California,Rutherford,Napa,Cabernet Sauvignon,Grgich Hills
2052,New Zealand,"The estate blend is a terrific value in this vintage, coming close to equaling the quality of the single-vineyard wines. Grilled pineapple and melon notes feature a strong acid line that drives through into a long finish.",Estate,92,34.0,Kumeu,,,Chardonnay,Kumeu River
2053,France,"This is a single-parcel wine from old vines (which date back to the 1970s). Aged in wood, this very fine wine shows sophisticated tannins, complex spice, black-plum fruits and a judicious shot of acidity. It is a fine wine, still young and showing a good potential for aging. Drink from 2019.",La Lande Cavagnac,92,,Southwest France,Cahors,,Malbec,Domaine de Cause
2054,US,"This is tight, toasty and focused upon opening, with highlights of green olive and a core of mixed tree fruits. Excellent concentration, vivid acidity and a suggestion of wet rock contribute to a well-balanced wine with structure and length. The framing here is just right, with 30% new oak adding subtle threads of light wood flavors. Decant or cellar till 2020 before drinking.",Etoile Vineyard Block 22,92,75.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Domaine Serene
2055,France,"Pale in color, this ripe wine is beautifully balanced. It does have rich fruit, raspberries and wild strawberries. It also has a fine texture with plenty of acidity as well as a touch of pepper. The wine could age a further few months, so drink at the end of 2017.",Château de Selle,92,52.0,Provence,Côtes de Provence,,Rosé,Domaines Ott
2056,US,"Plush and elegant dried purple flower, baked black fruit, graphite and char aromas show on the nose of this bottling. The palate is full of flavors that range from rich black currant to lively anise and cedar. Quite tasty and complex all around.",,92,38.0,California,Paso Robles,Central Coast,Zinfandel,Écluse
2057,Austria,"Fragrant hints of bergamot and Seville orange play enticingly on the nose of this beguiling wine. The palate amplifies those juicy, tart and lively flavors, sending them dancing into the finish. It's fresh, fruit-driven, dry and utterly moreish.",Strass,92,17.0,Kamptal,,,Riesling,Eichinger
2058,US,"The aromas draw you into the glass, with complex notes of smoked meat, plum, herb, flowers, orange peel and cinnamon. The mouthfeel is swoon-worthy, showing a compelling sense of intensity and balance. The sense of purity is knee buckling.",Eight Clones Red Willow Vineyard,92,35.0,Washington,Yakima Valley,Columbia Valley,Syrah,Eight Bells
2059,US,"This dark and meaty blend of 58% Syrah and 42% Grenache shows black currant, charred game and black licorice touches. The palate combines pepper-crusted beef flavors with pretty violet and lilac accents, framed by a tannic structure that's robust but not obstructive.",Revelation Rodney's Vineyard,92,48.0,California,Santa Barbara County,Central Coast,Rhône-style Red Blend,Epiphany
2060,US,"Deep but elegant lilac and rose petal aromas meet loamy soil, river stone and tangy cranberry on the nose of this bottling from this historic vineyard. There is great depth to its flavors—a layering of dark raspberry thyme, anise and dill—while showing plenty of turned earth notes throughout.",Bien Nacido Vineyard,92,55.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Fess Parker
2061,France,"This almost white rosé is produced from selected parcels of the estate. Citrus and pepper dominate, supported by ripe red fruits and delicate acidity. It is a beautiful wine, elegant and with a fine balance between the fruit and the crisp texture. Drink now.",Confidentielle,92,34.0,Provence,Côtes de Provence,,Rosé,Figuière
2062,France,"The blend of old-vine Cinsault with Mourvèdre has produced a dense wonderfully perfumed wine. Rich in tannins, it also shows great black fruits and equally great concentration. This is a powerful wine that will be ready from 2018.",,92,38.0,Provence,Bandol,,Provence red blend,Hecht & Bannier
2063,US,"Blended from eight separate vineyards, this appellation wine doesn't hold back on quality. It offers a seamless, integrated foundation of juicy cherry, cranberry and orange flavors, dusted with cardamom spice.",,92,38.0,California,Russian River Valley,Sonoma,Pinot Noir,Holdredge
2064,US,"A light rendition of the variety given time in bottle to mellow, this is a stand-out wine redolent of black olive, fig and gamy, sanguine meat. Delicately peppered, it slowly unravels its layers of blueberry and cherry fruit, complementing its savory register of flavor.",Trenton Estate Vineyard,92,36.0,California,Russian River Valley,Sonoma,Syrah,Joseph Swan Vineyards
2065,US,"A blend of 44% Syrah, 31% Grenache and 25 Mourvèdre, this wine is aromatically very pure, with plenty of red and blue fruit, speckled with bay leaf, herb and black-pepper accents. It possesses a thrilling plush mouthfeel, with olive and black-fruit flavors, showing a fine sense of purity.",,92,18.0,Washington,Yakima Valley,Columbia Valley,Rhône-style Red Blend,Kevin White
2066,Austria,"Slight pepper spice mingles with subdued, tart berry fruit on the nose of this wine. The palate adds supple vanilla and strawberry notes, with fine, smooth tannins and pervasive freshness. For now, the vanilla still dominates, but a little bottle age will help. Drink 2018–2022.",,92,14.0,Carnuntum,,,Pinot Noir,Markowitsch
2067,France,This is a new wine designed to be a “grown-up rosé” from the Cronk family who moved from London to Provence in 2009. It is a ripe fruity and rich blend of Grenache and Syrah. Weight as well as contrasting acidity give a structured character that balances well with the intense fruitiness. Drink the wine from late 2017.,Etoile,92,35.0,Provence,Côtes de Provence,,Rosé,Mirabeau
2068,US,"The star of the winery's lineup, this subtle svelte wine offers the classic velvet-glove mouthfeel. It's silky and yet rich, with strawberry and cherry-pastry-filling goodness. Textural and lingering, it's a fine testament to the potential of Pinot Noir in this cool climate AVA.",Beehive,92,54.0,Oregon,Columbia Gorge (OR),Oregon Other,Pinot Noir,Phelps Creek
2069,US,"The high alcohol may be a stumbling block for some palates, but this wine is nonetheless absolutely delicious. Sourced from a vineyard planted in 1972, it was aged in 50% new French oak. It's intense and detailed, with hints of wintergreen, a broad streak of cherry cola, and finishing licks of molasses, brown sugar and coffee.",Black Oak Vineyard,92,28.0,Oregon,Elkton Oregon,Southern Oregon,Pinot Noir,River's Edge
2070,US,"Classic lychee and rose petal aromas perfume this ripe yet elegantly composed Gewürztraminer. Juicy and forward yet balanced and spry, it calibrates zesty tangerine acidity against a crystalline glaze of honey that lingers on the finish.",Reserve,90,25.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Dr. Konstantin Frank
2071,US,"Dark strawberry fruit meets with rustic earthy aromas and light allspice notes on the nose of this wine from the late actor's family-owned winery. The palate shows boisterous and tart cranberry and black raspberry fruit, with pencil lead minerality and great energy, if not a ton of complexity.",Older Barrels,90,55.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
2072,US,"Slightly shy aromas of blackberry, black plum and turned black soil are simple and straightforward on this wine. The palate combines pencil lead with anise, thyme, marjoram and black pepper, framed by tart cranberry, beet juice and sour-cherry fruit. A sip enlivens the mouth and wipes clean on the finish.",Barrel Select,90,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Foley
2073,US,"A relic of times gone by in the Napa Valley, this 100% varietal Charbono is dark purple in color and compelling in its aromas of leather saddle and baked bread. Crisp acidity underlies ripe blueberry and plum flavors that never go over the top, complementing a velvety texture.",Villa Andriana Vineyard Estate,90,34.0,California,Calistoga,Napa,Charbono,Summers
2074,Croatia,"Aromas of pineapple, guava, citrus blossom and mango lead the way to flavors of lemon peel, lemon curd, toasted bitter almond and green apple. It's bright on entry with a strong backbone of minerality.",Ponente,90,20.0,Istria,,,Malvazija,Trapan
2075,Turkey,"Deep ruby to the eye, this wine has an intriguing nose of cherry, rose and fennel bulb. It is soft in the mouth yet it fills the entire palate with flavors of cherry, pomegranate, fennel bulb and white chocolate. Light yet ever-present tannins continue into the soft finish.",Dry,90,15.0,Ankara,,,Kalecik Karasi,Vinkara
2076,Italy,"Forest floor, truffle, baked plum, eucalyptus and baking spice unfold on this structured red. The linear, elegant palate offers dried black cherry, clove, ground pepper and tobacco framed in polished, fine-grained tannins. Drink through 2020.",Nerento Riserva,90,28.0,Tuscany,Chianti Classico,,Sangiovese,Tenuta Villa Trasqua
2077,Italy,"Black plum, dark kitchen spice, leather and pressed violet aromas lead the nose on this round, savory wine. On the velvety palate, firm, polished tannins frame mature black cherry, licorice and a hint of chewing tobacco. Drink through 2018.",Piegaia Riserva,90,25.0,Tuscany,Chianti Classico,,Sangiovese,Villa Calcinaia
2078,Spain,"There's no denying that this is a heavily oaked Rioja with toast, resin, vanilla and cheesy aromas alongside fully ripe blackberry and prune notes. There's energy to the palate, while previously mentioned heavy oak spawns flavors of vanilla and spice to go with berry fruit. A mouth-coating, woody finish stands out on this compartmentalized Tempranillo-led blend. Drink through 2023.",Inspiración Valdemar Selección,90,24.0,Northern Spain,Rioja,,Tempranillo Blend,Bodegas Valdemar
2079,Italy,"Aromas of ripe berry, forest floor, leather and menthol lead the way. The firm, savory palate doles out juicy black cherry, licorice, grilled porcini and well-integrated oak framed in fine-grained tannins. Drink through 2022.",6.38 Gran Selezione,90,35.0,Tuscany,Chianti Classico,,Red Blend,Fattoria di Valiano
2080,Spain,"Pine resin and a light, oily brine character define the nose on this lithe, fresh fino. Crisp acidity and healthy weight mesh into balance on an easy-to-navigate palate. Flavors of almond, sea brine and toffee finish crisp.",Fino Una Palma,90,34.0,Andalucia,Jerez,,Sherry,González Byass
2081,France,"Rich and warm, this is a big, ripe wine. Toasted marshmallow notes frame honeyed pineapple, while hints of singed fruit and mocha linger on the finish. Drink now.",,89,39.0,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style White Blend,Lavau
2082,France,"This is an attractively herbal rendering of Côtes du Rhône Villages, offering hints of flowering thyme, sage and rosemary that are rounded out by flavors of just-ripe cherries. It's a medium-bodied wine, with a long on the finish.",Domaine des Santonilles,89,16.0,Rhône Valley,Côtes du Rhône Villages,,Rhône-style Red Blend,Domaine Saint-Nabor
2083,Spain,"Aromas of freshly baked bread, toast and melon are soft and welcoming. This Pinot Noir-led Cava feels plump, with moderate acidity. Flavors of melon, quince and pear finish mild, with only a bit of kick.",Blanc de Noirs Brut Reserva,89,30.0,Catalonia,Cava,,Sparkling Blend,Juvé y Camps
2084,Italy,"This doesn't boast the most expressive nose but aromas of baked black plum, espresso and scorched earth slowly unfold. The warm, concentrated palate reflects the heat of the vintage, revealing blackberry jam, licorice and a hint of chewing tobacco alongside fine-grained tannins. Drink through 2020.",Riserva,89,37.0,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Tenute del Cerro
2085,Hungary,"This Cabernet Franc from Hungary has aromas of tart cherry, black plum and purple flowers. It is a medium- to full-bodied wine with flavors of tart cherry, pomegranate and cranberry juice. The tannins are soft and the finish is persistent.",,89,30.0,Villány,,,Cabernet Franc,Bock
2086,US,"Lively aromas, an appetizing balance and just-rich-enough fruit flavors make a good combo in this medium- to full-bodied wine. It has subtle herb and kiwi aromas, crisp apple flavors, and a texture poised between supple and tangy.",Made with Organic Grapes,89,14.0,California,Mendocino-Lake,North Coast,Viognier,Bonterra
2087,Slovenia,"This Slovenian Sauvignon Blanc has aromas of lemon grass and freshly mowed lawn. It is sharp on entry with flavors of lime juice, orange zest and grapefruit before the bright acidic finish.",Fosilni Breg Reserve,89,31.0,Štajerska,,,Sauvignon Blanc,Ciringa
2088,US,"Named after the road on which the winery sits, this wine is a blend of Cabernet Sauvignon, Merlot and Syrah. Coffee, herb and cherry aromas are followed by black olive and cherry flavors with the Syrah expressing itself prominently.",Chicken Dinner,89,18.0,Idaho,,,Red Blend,Huston
2089,Italy,"Mature dark-skinned berry, forest floor, truffle and chopped herb aromas unfold in the glass. The chewy palate doles out juicy black cherry, blackberry, licorice and an earthy hint of game alongside firm tannins.",Olinto,89,18.0,Tuscany,Chianti Classico,,Red Blend,I Fabbri
2090,US,"Heavily fragrant purple fruit, from baked blueberry to fresh boysenberry jam, meets with melted dark chocolate, black rocks and mint leaf-topped cola on the nose of this Tannat, Cab Franc and Petit Verdot blend. Blackberry juice, caramel cream and coffee flavors show on the palate that is laced with soft tannins and a ton of acidity.",Black Betty,89,45.0,California,Paicines,Central Coast,Red Blend,Chateau Lettau
2091,US,"Dark coffee, dried herb and whole green-pepper aromas mix with notes of cherry, black plum and vanilla. The black-fruit flavors are rich but still show a sense of elegance.",Ascent,89,28.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Franc,Cloudlift Cellars
2092,US,"Cabernet Sauvignon and Merlot make up the majority of this blend. High-toned aromas of dried herbs, tobacco, bell pepper, dark fruit and spice lead to pleasingly plump, well-balanced fruit flavors. It leans a touch into the green but still delivers a lot of enjoyment.",Koos-Koos-Kia,89,22.0,Idaho,Idaho,,Bordeaux-style Red Blend,Colter's Creek
2093,US,"Equal parts Syrah and Merlot (40%), this wine is finished off with Pinot Noir. Vanilla, baking spice, licorice, woodspice and cherry aromas lead to plump, tart cranberry flavors that linger. The wood is heavy at times, which is a shame as the balance of the fruit is spot on.",Rancher's,89,20.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blend,Copper Belt
2094,France,"With grapes from 40-year-old vines, this is a dense and concentrated wine. Yellow fruit as well as crisper citrus flavors give a balance between richness and freshness. It has high alcohol that shows in the light pepper edge although this doesn't detract from the fruitiness of the aftertaste. Drink from 2017.",Les Bernadats,89,25.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Domaine Cédrick Bardin
2095,US,"A whiff of bergamot lends musky floral intensity to this peachy featherweight wine. It's perfumed but not at all cloying, etched finely with a lingering lace of crystalline sugar. Drink now through 2017.",,89,20.0,New York,Finger Lakes,Finger Lakes,Muskat Ottonel,Dr. Konstantin Frank
2096,Slovenia,"This blend of 40% Furmint, 40% Pinot Gris and 20% Riesling has aromas of pineapple, lychee fruit and fresh herbs. It's thin and racy in the mouth with flavors of mango, apple and guava.",Yanez,89,18.0,Štajerska,,,White Blend,Dveri-Pax
2097,Italy,"This round, structured Syrah opens with aromas of ripe black fruit, tilled soil and ground black pepper. The palate shows mature blackberry and raspberry together with notes of spice and clove. Velvety tannins provide the framework.",Perenzo,89,65.0,Tuscany,Maremma Toscana,,Syrah,Fattoria di Magliano
2098,Italy,"Aromas of baked plum, vanilla, menthol and star anise lead the nose. The ripe, robust palate offers fig, raisin, licorice, dried mint and tobacco alongside solid tannins. Give the tannins a few more years to soften up then drink to capture the remaining fruit richness.",Vigna Manapetra,89,48.0,Tuscany,Brunello di Montalcino,,Sangiovese,Fattoria La Lecciaia
2099,US,"Sesame oil, cracked peppercorns, pencil lead and charred oak serve as the savory side to aromatic elements of dried strawberries and olallieberries on the nose of this bottling. Upright but not chunky tannins frame the palate, where dried blueberry, beef char and rosemary converge for a complex and very dry flavor profile.",,89,45.0,California,Santa Barbara County,Central Coast,Tempranillo,Feliz Noche
2100,France,"This dense and dark wine offers spice and toast flavors. It has a big, generous feel, leaving room both for the dry, still-young tannins and for aromatic blackberry fruits. It does need to age, so drink from 2017.",Tradition,90,16.0,Southwest France,Cahors,,Malbec-Merlot,Château Eugénie
2101,US,"Winemaker Nick Goldschmidt does wonders with this consistent vineyard source, coaxing out mocha-chocolate, black cherry and blackberry, never overpowering an earthy back note of tobacco. Medium-bodied and soft, it finishes in a swirl of smoke and is juicy and enjoyable now.",Lone Tree Vineyard,90,50.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Forefathers
2102,France,"The 91-acre Grézels vineyard surrounds a 12th-century castle. This revived historic vineyard has produced a well-structured wine that is rich, despite its modest alcohol. It is dense with tannins and black fruits that are developing into a smoother texture. The wine needs to age further, so drink from 2017.",Château de Grézels Prestige,90,21.0,Southwest France,Cahors,,Malbec-Merlot,Château Saint-Didier-Parnac
2103,US,"This is a beautifully balanced, medium-bodied wine that's not too deep in color. It smells like ripe blackberries and has a whiff of wood smoke in the bright berry flavors. In the blend, Zinfandel is supplemented with Syrah, Petite Sirah and Carignane.",Coro Mendocino,90,40.0,California,Mendocino,Mendocino/Lake Counties,Red Blend,Clos du Bois
2104,US,"Cabernet Sauvignon is blessed with 9% Merlot, coming together in a seamlessly rich wine intense in dark chocolate, coconut and vanilla. Soft, the tannins are integrated and the juiciness of the fruit concentrated, finishing with more of that rich taste of chocolate.",Michael's Cuvée,90,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Cornerstone
2105,US,"Black as night in the glass, this wine shows black cherries, lava rocks and espresso beans on the dense nose. It's thick and chewy once sipped, with zesty acidity that sizzles across the palate, showing blackberry and coffee flavors. It's all power, with very little finesse. Sales of the wine benefit multiple sclerosis research.",,90,40.0,California,Paso Robles,Central Coast,Petite Sirah,Counter Punch
2106,US,"Made in a relatively restrained style, this is a dark, juicy and smoky wine from Dry Creek and Alexander Valley area vineyard sites. Lengthy and smooth, it takes a decidedly medium-bodied route, with traces of leather pouch on the nose and a soft layering of milk chocolate on the finish.",,90,25.0,California,Sonoma County,Sonoma,Zinfandel,Decoy
2107,Israel,"This wine offers aromas of raspberry and toffee. There is a nice interplay of fruit, floral, and minty flavors, notably raspberry, cherry, toffee, rose petal and eucalyptus. Mildly gripping tannins make themselves evident, and fruit flavors remain prominent through the smooth finish.",Petit Castel,90,50.0,Judean Hills,,,Bordeaux-style Red Blend,Domaine du Castel
2108,Germany,"Bramble and dried herbs, pressed apple and peach notes blend elements of savory and sweet in this complex Spätlese. Shimmering lemon-lime acidity refreshes the midpalate, leaving lingering tones of finely crushed mineral.",Bernkasteler alte Badstube am Doctorberg Spätlese,90,33.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
2109,Germany,"While racy and spry, this delicately framed wine packs a punch of honeyed peach and nectarine flavors. It's effusively fresh, floral and fruity, yet accentuated by a crystalline sheen of minerality. Drink now.",Bernkasteler Badstube Kabinett,90,18.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
