num,country,description,designation,points,price,province,region1,region2,variety,winery
193,France,"The smoky aroma and toasty wood character smothers the fruit. It is a tough wine at this stage although it does hint at some of the 2012 juicy fruit flavors. Drink this firm, solid wine from 2018.",,87,20.0,Bordeaux,Saint-Estèphe,,Bordeaux-style Red Blend,Château la Haye
194,France,"Intensely tannic, this structured wine has layers of wood aging, along with juicy fruits and bright acidity. There's a strongly smoky element, the wine's fruitiness balanced by a dark, toasty aftertaste. Drink from 2018.",,87,20.0,Bordeaux,Fronsac,,Bordeaux-style Red Blend,Château Lalande Mausse
195,France,"This is a smoky, obviously wood-aged wine. The burnt toast character is still dominant, waiting for the attractive black currant fruits to catch up. It will develop into a bright, fruity wine, so wait until 2017.",,87,25.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Magnol
196,US,"A creamy, buttery texture wraps around a core of bright lemon and apple flavors. This is balanced slightly toward sweetness as the luxurious viscosity carries the vivid flavors into the finish.",,87,10.0,California,California,California Other,Chardonnay,Grand Pacific
197,US,"This saignée-style wine is pale salmon in color, showing some bricking. It drinks dry with rounded suggestions of cherry and watermelon providing easy-drinking enjoyment.",Rosé of,87,18.0,Washington,Columbia Valley (WA),Columbia Valley,Malbec,Hamilton
198,US,"Zesty and mineral, this unoaked, citrusy Chardonnay would make a particularly refreshing apéritif. Flavors of Asian pear and quince are crisp and cutting on the palate. Enjoy now for it's vivacious style.",Ingle Vineyard Unoaked,87,18.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Heron Hill
199,US,"Smoke and violet perfume are seductive on this elegant off-dry Riesling. Fresh green apple and pear flavors are tart but concentrated, wrapping up tightly with a squeaky-clean, lemon-lime finish.",Semi-Dry,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Heron Hill
200,US,"Intense notes of crushed stone and slate permeate this stately off-dry Riesling. Pert lemon and tangerine flavors are zippy and fresh, but the wine is more a showcase for its brisk, stony style.",Semi-Dry,87,14.0,New York,Finger Lakes,Finger Lakes,Riesling,Fox Run
201,US,"Figs and spice perfume this tawny Cabernet Franc ice wine. It's a bit rustic in style, evoking layers of fallen leaves and potpourri melding with dusty raisins and figs. But it's elegantly crisp and the exotic, uniquely spicy character is seductive.",Ice Wine,87,40.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Glenora
202,France,"This ripe, now soft wine has gentle red fruits and soft acidity. It's ready to drink with its rich texture and smooth structure. The end is rounded, only just hinting at tannins.",,87,18.0,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Roc Taillade
203,France,"Owned by the same family as Château Talbot in Saint-Julien, this vintage of Sénéjac is now mature, showing signs of leather and a firm structure rather than fruit. It's unlikely to develop further, so drink now.",,87,20.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Sénéjac
204,US,"This is an aromatic wine with notes of rose water, pear and white flowers. It drinks medium sweet with abundant spice flavors throughout. Pair with spicy Thai dishes.",,87,10.0,Washington,Columbia Valley (WA),Columbia Valley,Gewürztraminer,Chateau Ste. Michelle
205,US,"The aromas of this wine suggest plum, herb and pencil eraser. It's full flavored with dark blue fruit and chalky, dry tannins. An affordable and approachable wine best enjoyed now.",,87,11.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Castle Rock
206,US,"Though just four years old, this wine seems advanced with notes of dried cherry, vanilla, dried tobacco and blackberry. The dried cranberry and cherry flavors are rich and tart, backed by quite astringent tannins.",,87,36.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Dussek Family Cellars
207,US,"Tawny in color and wafting of potpourri and fallen leaves, this raspberry-inflected wine is already starting to show its maturity. Briskly concentrated and light on its feet, it makes an elegant sip to enjoy now before it loses its delicate, perfumed charms.",,87,20.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Serenity
208,US,"The aromas on this wine are quite light, conveying wood, herbs and red fruit. This contrasts with the sweet, rich fruit flavors with a gentle grip of tannins.",Weinbau,87,32.0,Washington,Wahluke Slope,Columbia Valley,Grenache,Sol Stone
209,Spain,"A mix of smoke and toast blends with fresh, crisp citrus aromas on the nose. That's followed by a foamy, reactive palate with flavors of pink grapefruit, orange, pepper and caramel. This remains foamy on the finish, which is peppery and slightly bitter in flavor.",Yá Cuvée 23 Brut Rosé,87,18.0,Catalonia,Cava,,Sparkling Blend,Sumarroca
210,Portugal,"A big, ripe and spicy wine, this is packed with woody notes as well as powerful fruit. It has solid tannins and dark flavors of bitter chocolate and black cherries. It's rich and concentrated, with good aging potential. Drink from 2018.",Reserva,93,55.0,Douro,,,Portuguese Red,Poças
211,Italy,"Blue flower, ripe berry, baking spice and mint aromas lead the nose on this full-bodied, elegant wine. The palate delivers juicy black cherry, crushed raspberry, cinnamon, licorice and mineral alongside firm, ripe tannins. It's young but already displays a great combination of structure and finesse.",Nervo,93,49.0,Piedmont,Barbaresco,,Nebbiolo,Rizzi
212,US,"There is earthy darkness and a hint of the forest in this Zin, grown at high elevation in the rocky soils of the Rockpile appellation, these vines planted in 2001. The wine is magnificently structured with complex, ripe blackberry and cherry compote coming to the fore slowly and seductively.",Rocky Ridge Vineyard,93,50.0,California,Rockpile,Sonoma,Zinfandel,Robert Biale
213,Italy,"Crushed raspberry, blue flower, tilled soil and graphite aromas lead the nose on this firmly structured wine. It's still very young and needs to open up fully, but the palate already displays breeding and class. It offers ripe black cherry, ground black pepper, licorice and grilled sage alongside tightly wound but fine tannins. Drink 2018–2026.",Fausoni,93,58.0,Piedmont,Barbaresco,,Nebbiolo,Sottimano
214,France,"The chalk soil of the Rosacker vineyard has produced a rich, intensely fruity wine that is shot through with steely minerality and a wonderful perfumed character. It's so crisp and fresh while also being densely textured and complex. The wine has a long future, drink from 2017.",Rosacker Grand Cru,93,39.0,Alsace,Alsace,,Riesling,Domaine Jean-Luc Mader
215,France,"Beautifully balanced, this conveys both rich fruit and a tense, intense minerality. Combining the two strands impeccably, it brings out tangy apple and pink grapefruit flavors and a steely, tight acidity. It's a structured wine that needs to age. Drink from 2018.",Clos Häuserer Wintzenheim,93,65.0,Alsace,Alsace,,Riesling,Domaine Zind-Humbrecht
216,Morocco,"Tones of black cherry, toffee, tobacco, tar and violet show boldly on the nose and palate of this Moroccan red. Powerful tannins provide a suitable backdrop for fruit and spice flavors alongside an ever-present sense of brightness that lasts into the finish.",Domaine Excelcio,93,35.0,Guerrouane,,,Syrah-Grenache,Bernard Magrez
217,Italy,"Intense aromas of dried rose, leather, truffle and crushed berry lead the nose. The ripe, forward palate offers crushed black cherry, wild raspberry, cinnamon white pepper and sage alongside chewy tannins. Drink 2015–2022.",,93,80.0,Piedmont,Barolo,,Nebbiolo,Borgogno
218,France,"Paradis is a parcel within the Pfingstberg Grand Cru, giving particularly fine and rich Riesling. This ripe and full-bodied wine manages to preserve all the elegance and style of the grape while having full tropical fruits, juicy acidity and a warm, rounded aftertaste. It will certainly age, so drink from 2017.",Pfingstberg Paradis Grand Cru,93,42.0,Alsace,Alsace,,Riesling,Domaine François Schmitt
219,France,"This late release, aging for five years, has produced a majestic wine. Its breadth of flavor, with ripe fruits as well as intense structure, are gently transitioning from the first flush of youth to a more mature character. Intensely textured, tight, ready to spring, it shows the beauty of maturing Riesling. Drink now, although it will age many more years.",Altenberg de Bergheim Grand Cru Vieilles Vignes,93,61.0,Alsace,Alsace,,Riesling,Gustave Lorentz
220,US,"Produced for Force Majeure by Syncline's James Mantone, this riveting wine is a blend of 47% Mourvèdre, 42% Syrah and 11% Grenache. Lush and redolent with wild berry and wet rock aromatics, it carries a thread of sweet grain along with bright, detailed berry fruit and balancing acidity. Delicious already, it can be enjoyed now through 2020.",Collaboration Series VI Ciel du Cheval Vineyard,93,58.0,Washington,Red Mountain,Columbia Valley,G-S-M,Force Majeure
221,US,"More people would crave Mourvèdre if it were done in this style, with light rather than heavy leather scents alongside purple fruits. Once sipped, it hits the tastebuds with blueberry soda, tobacco, licorice, black pepper and wild game, all restrained and juicy rather than brooding and thick.",Hastings Ranch Vineyard,93,38.0,California,Paso Robles,Central Coast,Mourvèdre,Anglim
222,France,"Rounded, rich and full in the mouth, this offers swathes of flowery, aromatic fruit that is still young, still in its primary stage. With just a hint of steely texture, the wine does have structure and aging potential. For now, it is generous and delicious.",Heissenberg,93,48.0,Alsace,Alsace,,Riesling,Domaine Ostertag
223,US,"The winery's proprietary block of Zin grapes (planted in 1999) from the coveted Stagecoach Vineyards contributes to an intense wine. Juicy and oaky, it's dense in cherry and plum, a note of lavender and sage complementing the whole. A thick liqueur sense characterizes the texture, but the palate stays alive through the site's rocky minerality. This one'll age.",Stagecoach Vineyards The Biale Block,93,50.0,California,Napa Valley,Napa,Zinfandel,Robert Biale
224,Italy,"Ripe and delicious, this starts off with aromas of fresh violet, rose, perfumed berry, exotic spice and tilled earth. It's still young but the palate already delivers a great depth of flavors including juicy black cherry, crushed raspberry, clove and black pepper alongside chewy tannins. Drink 2016 to 2021.",Pajorè,93,58.0,Piedmont,Barbaresco,,Nebbiolo,Sottimano
225,France,"From one of the many recent exceptional years in Sauternes, this ripe, unctuous wine has balanced the rich honeyed fruit and the drier edge of botrytis. It's full in the mouth, with Seville orange and a light touch of ginger. Drink from 2019.",,93,120.0,Bordeaux,Sauternes,,Bordeaux-style White Blend,Château Raymond-Lafon
226,US,"A case study in cool-climate, estate-grown Syrah, the white pepper on the nose and palate is playful and exuberant, the acidity buoyant and lingering. The fruit takes on hushed tones of wild berry and bramble, with a soft texture inviting one in for more.",Estate,93,50.0,California,Fort Ross-Seaview,Sonoma,Syrah,Red Car
227,US,"Chris Gorman is the winemaker for this pure, old vine Cabernet Sauvignon. Despite the high alcohol and the use of 100% new French oak, most of the old vine nuances are still there—a wild mix of heather and herb with berry and grain scents that weave together in the mouth. Brambly and tart, with strawberry and cherry fruit, it's a compelling wine that keeps you on your toes.",Collaboration Series V Ciel du Cheval Vineyard,93,80.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Force Majeure
228,US,"Addictive aromas of hot blackberry pie laced with cinnamon, allspice, cola nut and a stewed cherry sauce reveal the promise of this popular Los Alamos Valley vineyard. Dark plum fruit, but with the acidity of the plum skin, meets with candied flavors of blackberry syrup and the freshness of soda water. A hedonistic Syrah.",White Hawk Vineyard,93,40.0,California,Santa Barbara County,Central Coast,Syrah,Mulvane Wine Co.
229,Portugal,"Almost ready to drink, this wood-aged wine is packed with herbs, dark berry fruits and the first signs of secondary spice and leather flavors. The tannins are still powerful and need to soften further, so drink this complex, concentrated wine from 2016.",Quinta dos Quatro Ventos Reserva,93,41.0,Douro,,,Portuguese Red,Caves Aliança
230,US,"Somewhat light in color, this is an aromatically appealing wine that shows a complex assortment of coffee, vanilla, pencil lead, cherry, blueberry and high-toned herbal notes. It's exquisitely polished in its styling, with plush tannins and a long, lingering finish. A pretty expression of the variety that shows a great degree of elegance and deftness, it drinks well out of the gate but continues to improve with additional time to breathe.",Double Canyon Vineyard,93,48.0,Washington,Horse Heaven Hills,Columbia Valley,Cabernet Sauvignon,Double Canyon
231,US,"From a seven-acre section of the vineyard, this offers plenty of saddle leather and cedar amidst spicy cardamom layers, a soft, juicy core and tingling acidity. The structure and weight suggest the ability to cellar comfortably through 2020.",Red Rock Terrace,93,200.0,California,Napa Valley,Napa,Cabernet Sauvignon,Diamond Creek
232,US,"Pure Petit Verdot from Red Mountain's quintessential Bordeaux varietal vineyard—does it get any better? Big, deep and tannic, with lovely purity, this features ultraripe fig and plum fruit with a pleasing salinity. The finish is persistent and shows a streak of iron. Note the alcohol is pushing 16% however it is beautifully integrated.",Ciel du Cheval Vineyard,93,39.0,Washington,Red Mountain,Columbia Valley,Petit Verdot,Côtes de Ciel
233,US,"Principally Klipsun vineyard fruit, this is a mass of black cherry and cassis, wreathed in smoke from aging in 80% new French barrels. Great balance and length carry it through into drying tannins. A perfect steakhouse Cabernet.",Kingpin,93,62.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Sparkman
234,Italy,"Structured and energetic, this has a balsamic nose that offers aromas of menthol, mint, fennel, ripe berry, leather and a whiff of violet. The palate delivers crushed red cherry, black raspberry, baking spices and licorice alongside assertive tannins and fresh acidity. Drink 2017–2025.",,93,43.0,Piedmont,Barbaresco,,Nebbiolo,Punset
235,France,"This ripe, full wine has both great minerality and rich white fruits that are aromatic as well as very fresh. The fruits are laced with citrus to give a complex wine that deserves aging. Drink from 2017.",Domaine Saint-Rémy Schlosberg Grand Cru,92,35.0,Alsace,Alsace,,Riesling,Domaine Ehrhart
236,France,"Floral aromas lead into a rich, not quite dry wine that is beautifully ripe and perfumed. It is rounded and opulent while preserving the steely, mineral texture. Still young, it demands aging. Drink from 2017.",Pfersigberg Grand Cru,92,48.0,Alsace,Alsace,,Riesling,Domaine Zinck
237,France,"As its name implies, this wine comes from chalk soil, giving both a strongly mineral character and ripe tropical fruit flavors. It's rich, full in the mouth, dry but with such a ripe character there seems to be some sweetness. It's impressively full and ready to drink now.",Calcaire,92,55.0,Alsace,Alsace,,Riesling,Domaine Zind-Humbrecht
238,Portugal,"Produced from old vines, this is an impressive wine, rich and dense. It brings together dark tannins and opulent black fruits that cushion the firm structure. A lively acidity and a silky character show that the wine is ready to drink.",Dona Maria Reserva,92,40.0,Alentejano,,,Portuguese Red,Dona Maria-Júlio Bastos
239,Italy,"This opens with a pretty fragrance of violet, exotic spice and perfumed berry. The juicy palate doles out ripe black cherry, crushed raspberry, freshly ground pepper, mocha and anisette. It's nicely balanced with fresh acidity and firm but polished tannins.",Coste Rubin,92,69.0,Piedmont,Barbaresco,,Nebbiolo,Fontanafredda
240,France,"Smoky and toasty, this is a structured wine. It has layers of black currant fruits, fresh acidity as well as firm tannins that overlay the juicy fruitiness. It needs to age. Drink from 2016.",,88,16.0,Bordeaux,Blaye Côtes de Bordeaux,,Bordeaux-style Red Blend,Château Chantemerle
241,France,"While the wine is rich, it's also very crisp and fruity. Tight acidity and a chalky, steely texture are balanced by ripe apples and pink grapefruit. It's a wine for drinking this year, bright and fruity.",,88,16.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Chaubinet
242,France,"A tight and herbaceous wine that is crisp, mineral and fresh. It shows a great potential for fruitiness, with natural juicy acidity as well as a bright, aromatic aftertaste. Drink from 2016.",,88,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Ferran
243,France,"Round and velvet smooth, it has blackberry fruits that are full in the mouth, giving freshness while also making the wine rich and generous. The tannins are already well-integrated into this soft wine. Drink from 2015.",,88,15.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Château Fongalan
244,France,"Crisp and deliciously fruity, this is lively and bright. Acidity points up the lime and grapefruit flavors, leaving a fresh, juicy aftertaste. Drink now for maximum pleasure.",,88,13.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Mezain
245,US,"Full-bodied and resplendent in ripe apple and brioche, this well-crafted wine is layered and smooth. It would pair well with grilled salmon or herb-roasted chicken.",,88,28.0,California,Carneros,Napa-Sonoma,Chardonnay,Clos du Val
246,US,"Toasty scents and flavors of the barrels (40% new) cloak tart raspberry fruit. It's clean and efficient, though for the moment at least, the barrel flavors outrun the rather light fruit. That can change over time, so give this one until 2015 or so in bottle.",Estate,88,36.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Coeur de Terre
247,Romania,"This playful pink has fun aromas of cinnamon, red berry and bubble gum that lead to flavors of sour cherry and red plum on the palate. The finish is big, fruity and generous.",La Umbra,88,9.0,Colinele Dobrogei,,,Rosé,Cramele Halewood
248,US,"Bright orange juice, dill herbs and a slight whiff of vanilla bean lead the aromas on this un-oaked Chard. On the palate, flavors of apple cider come with a wash of fresh lime juice on the back end.",Limited Selection,88,24.0,California,Central Coast,Central Coast,Chardonnay,Daniel Gehrs
249,US,"This white combines 48% Roussanne with 35% Marsanne and 17% Viognier to creamy, tropical effect, its balance between ripe melon and pear fruitiness and spiced acidity well woven. From one of the few sources of some of these grapes in the Russian River Valley, this Rhône-inspired wine is ready to pair with lobster or a roast turkey dinner.",Cuvée Luke Saralee's Vineyard,88,30.0,California,Russian River Valley,Sonoma,Rhône-style White Blend,Davis Family
250,US,"Taking time to come around aromatically, it opens up with plum and bright red cherry fruit that follow on the palate, a touch of savory tobacco suggested around the tannins. On the finish expect a balance of spice and sweet as black pepper and caramel compete for affection.",,88,25.0,California,Sonoma County,Sonoma,Merlot,Decoy
251,Italy,"Made for early drinking, this bright wine delivers red berry fruit lightly accented with sage and baking spices. It's not an ager so enjoy now through 2020.",,88,34.0,Piedmont,Barolo,,Nebbiolo,Reversanti
252,US,"Sourced from the estate vineyard—the same vineyard that fuels the Private Stash reserve—this shows a dusty, somewhat charred character, presumably from the barrel aging. Along with the slightly burnt toast character comes plenty of black cherry fruit, and acids that leave a slightly chalky impression in the finish.",Wits' End,88,60.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Roco
253,US,"The other realm of the coin from Brown Ranch, Toyon is leaner and lighter, its color even subdued, a study in wild strawberry and layered floral highlights, oak and cardamom spice. It bristles with acidity, pleasant to sip on its own or with bacon-wrapped figs.",Toyon Farm,88,54.0,California,Carneros,Napa-Sonoma,Pinot Noir,Saintsbury
254,US,"This is a frizzante style of Muscat, the pressure slight enough to allow for a screwcap seal. Off-dry, spicy and aromatic, it's a great sipping wine, with concentrated flavors of sweet orange-pekoe tea.",Early,88,15.0,Oregon,Willamette Valley,Willamette Valley,Muscat,Silvan Ridge
255,Italy,"This opens with aromas of black plum, oak, espresso, black pepper, balsamic notes and a whiff of barnyard. The bracing palate delivers crushed dark cherry alongside oak sensations of espresso, toast and vanilla. Aggressive wood tannins cut this short and give an astringent finish.",Bussia,88,56.0,Piedmont,Barolo,,Nebbiolo,Silvano Bolmida
256,US,"The winery's signature widely distributed white is heady in flowery jasmine, with vibrant acidity and a sense of sweetness on the palate thanks to fresh fruit flavors of grapefruit, peach and nectarine. An ideal wine for summer or whenever one needs to recall a summer's day.",Estate,88,20.0,California,Napa Valley,Napa,Sauvignon Blanc,St. Supéry
257,US,"Smells of rust, iron, tomato and untracked peppercorns rise to the nose. On the palate, the wine is quite light and racy, with a little boysenberry and more sanguine flavors. Hold onto this one until 2016 for maximum enjoyment, as more flavors will emerge.",Guidotti Vineyard,88,61.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Testarossa
258,Italy,"Black plum, chocolate-covered cherry and mocha sensations come together alongside forceful tannins. It's rather ripe and forward for the vintage. Drink 2018–2025.",,88,46.0,Piedmont,Barolo,,Nebbiolo,Trediberri
259,Spain,"This is brilliantly purple in color, with jumpy, untamed black-fruit aromas. In the mouth, it is tannic and clawing, with a cheek-drilling mouthfeel. Syrupy blackberry flavors offer baking spice and clove accents, while the finish is showing unabsorbed oak and monster tannins.",Prestigio,88,30.0,Northern Spain,Cigales,,Tempranillo,Val de Los Frailes
260,Spain,"Dusty black cherry and dark plum aromas are ripe and friendly. This is a plump, modern-style red with a clean mouthfeel and weight. Berry fruits, spice and oak flavors blend well, while the finish is, in general, full, smooth and adequately fresh. Tempranillo with 10% Petit Verdot.",Crianza,88,17.0,Central Spain,La Mancha,,Tempranillo Blend,Yuntero
261,France,"This fresh and fruity sparkling wine is crisp with apple skin and apricot flavors. Ripe and full in the mouth , it has a lightly creamy mousse. The blend of Chenin Blanc and Chardonnay gives delicious fruitiness and tight final acidity.",Noctambule,88,,Loire Valley,Crémant de Loire,,Chenin Blanc-Chardonnay,Musset-Roullier
262,US,"Chalky earth, black pepper and clove comprise the nose on this wine, which gets a boost from 10% Merlot. The flavors are spicy and complex, with cedar, tea and a tiny bit of varietally distinct green pepper.",Querida,88,40.0,California,Paso Robles,Central Coast,Cabernet Sauvignon-Merlot,Oso Libre
263,US,"Oso Libre ventures into the nonvintage category with this blend of 10 wines from the past five years, delivering a nose with blackberry and a pinch of pepper. The meaty wine really gets your attention once sipped, with boysenberry, cracked peppercorn, some iron and a lingering licorice flavors.",Primoroso,88,39.0,California,Paso Robles,Central Coast,Red Blend,Oso Libre
264,Italy,"Made from vineyards throughout the village of Serralunga d'Alba, this straightforward wine is still closed. It reveals black cherry, espresso, prune and subtle oak alongside a note of tire rubber. It's still extremely young, with aggressive tannins that dry out the finish.",del Comune di Serralunga d'Alba,88,49.0,Piedmont,Barolo,,Nebbiolo,Palladino
265,France,"A lemon-scented, crisp wine, it's also full of ripe yellow fruits. It's a warm in style, rich with both fruit and an open texture. Almonds and acidity give a refreshing aftertaste.",Domaine de Saint-Pierre,88,23.0,Loire Valley,Sancerre,,Sauvignon Blanc,Pierre Prieur et Fils
266,US,"This is a great sunny day wine, starting with aromas of honeydew melon, ripe nectarine and lemongrass. There is a slightly peachy, bubblegum character once sipped, with lemon-lime soda in the midpalate and a flinty, gunmetal finish.",,88,16.0,California,Monterey County,Central Coast,Pinot Grigio,Bargetto
267,US,"A brighter, more mineral- and acid-driven take on the often rustic Rhône grape, this kicks off with fresh smells of raspberry and rock. The palate brings tart cherry, followed by just-ripe black berry and really ripe raspberry on the midpalate, and a tartness on the finish.",Anna's Estate Vineyard,88,32.0,California,Paso Robles,Central Coast,Mourvèdre,Adelaida
268,US,"There's a lot happening on nose of this wine from Sta. Rita Hills pioneer Richard Sanford's recently rejuvenated Alma Rosa label. Aromas suggest light butterscotch, baked pear, fresh pluot and jasmine. Once sipped, the flavors don't live up to the aromatic promise, but apple, pear and a sharper tangerine rind round out the flavors.",,88,18.0,California,Santa Barbara County,Central Coast,Chardonnay,Alma Rosa
269,Argentina,"Immediately this smells raisiny, but with time secondary scents of cinnamon and Middle Eastern spices come into play. The body is soft and extracted, with modest acidity. Flavors of baked black fruits, fig paste, chocolate and herbs follow the nose, as does a chocolaty, rich  finish. Drink through 2016.",Single Vineyard Reserva,88,15.0,Mendoza Province,Agrelo,,Cabernet Sauvignon,Lamadrid
270,France,"Packed with tannin, it is not showing much sign of fruit yet. It is dark, brooding and very firm in texture, with just with a hint of juicy black cherry flavors. Wait until 2017 before drinking.",Pertuisots Premier Cru,92,92.0,Burgundy,Beaune,,Pinot Noir,Domaine de Bellene
271,France,"A very fruity wine, it shows rich wood flavors as well as equally rich fruit. It is complex, very mineral in character, tight and nervy. The citrus fruit is matched by the apricot flavor, putting down layers of acidity. Don't drink before 2017.",Clos du Cailleret Premier Cru,92,94.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Domaine Vincent Girardin
272,US,"The southern Napa Coombsville area is near San Pablo Bay, making it a cool area. In this vintage, it shows the acidity and mineraity of its terroir, but also the ripeness Chardonnay can achieve in a good vineyard, with orange and apricot flavors enhanced with oak. Drink now.",Haynes Vineyard,92,58.0,California,Coombsville,Napa,Chardonnay,Failla
273,US,"From the estimable Shake Ridge Ranch, winemaker Rosemary Cakebread has fashioned a lovely blend from 53% Grenache, 31% Syrah, 14% Mourvèdre and 2% Viognier. Opening with leathery tannins, the rich and savory concoction imparts juicy dark plum, tobacco and especially coffee.",Suzuri Series Shake Ridge Ranch,92,50.0,California,Amador County,Sierra Foothills,Rhône-style Red Blend,Gallica
274,US,"The vintage was a great one not only for J's dry table wines but for its sparklers. This brut, a classic Chardonnay and Pinot blend, with a drop of Pinot Meunier, is dry, with complex lemon, orange, yeast, vanilla, cream and toast flavors. The bubbles are ultra-fine, raising the appeal.",Vintage Brut,92,48.0,California,Russian River Valley,Sonoma,Sparkling Blend,J Vineyards & Winery
275,US,"This is such a good Pinot, and so reflective of the Sonoma Coast, that its price makes it a steal. With low alcohol and brisk acidity, it's translucent in color, with a gleaming ruby hue. The mouthfeel is silky and delicate, yet the raspberry, cola and buttered cinnamon toast flavors are intense. Drink now–2020.",,92,32.0,California,Sonoma Coast,Sonoma,Pinot Noir,Les Voleurs
276,Italy,"This wine has more structure and depth than most Pinot Biancos from Alto Adige, thanks to vineyard location and 20% aging in large casks. It delivers sensations of apples and exotic fruit along with a flinty note. The creamy texture is brightened by lively acidity.",Sirmian,92,27.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Nals Margreid
277,Portugal,"Pure Alvarinho from the Monção region, it's rich, creamy and textured. Lined with great acidity, it also has intense apple, bitter orange and a strongly herbal element. While it's ready to drink, this complex wine will benefit by waiting until 2015.",Portal do Fidalgo,92,35.0,Vinho Verde,,,Alvarinho,Provam
278,Portugal,"This wood-aged wine comes from a small parcel of old vines in the Quinta Nova vineyard. With its ripe, smooth and creamy texture, it has a full, almost Burgundian feel. Ripe peach combines with vanilla to make a wine that has concentration and richness, cut with final acidity.",Mirabilis Grande Reserva,92,95.0,Douro,,,Portuguese White,Quinta Nova de Nossa Senhora do Carmo
279,US,"A great follow-up to the winery's 2011, made this time from an esteemed vineyard in one of the coldest parts of the valley. The vintage was difficult, but the wine is rich in raspberry, cranberry and persimmon flavors, brightened by crisp acidity and finishing totally dry. There's no reason not to drink it now.",Solomon Hills Vineyard,92,43.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Ryan Cochrane
280,Italy,"Here's a delicious Soave with depth and character. Floral aromas of Spanish Broom and chamomile take center stage, accented by a smidge of exotic fruit and graphite. The juicy palate offers honeydew melon, white peach, ripe pear, citrus and mineral purity balanced by fresh acidity.",Monte Carbonare,92,33.0,Veneto,Soave Classico,,Garganega,Suavia
281,Italy,"Classic varietal aromas include stone fruit, crushed tomato vine, freshly cut grass and green melon. The palate offers a depth of flavors that include creamy white peach and ripe cantaloupe that are brightened by firm acidity. It closes on a flinty mineral note.",Quarz,92,60.0,Northeastern Italy,Alto Adige,,Sauvignon,Cantina Terlano
282,France,"The estate wine from Château du Cèdre is anything but simple. A powerful series of tannins and dense black fruits offer both a dark texture and great fruitiness. Acidity comes through strongly and, with the tannins, promises aging. Drink from 2017.",,92,,Southwest France,Cahors,,Malbec,Château du Cèdre
283,France,"The minty aromas indicate new wood aging as well as a ripe, polished texture. They make for a wine that has presence and structure as well as rich fruitiness, blackberry flavors and a dry, solid core. It's a sophisticated wine that can age. Drink from 2017.",Réserve,92,30.0,Bordeaux,Graves,,Bordeaux-style Red Blend,Château Haut Selve
284,US,"Made from 100% Cabernet, this wine shows the intensity of fruit that Mount Veeder is capable of expressing. It also has excellent acidity. But the tannins are astringently strong, giving a numbing sting to the palate. This certainly needs time. Give it until 2022 and beyond.",Lampyridae Vineyards,92,100.0,California,Mount Veeder,Napa,Cabernet Sauvignon,Communication Block
285,US,"Right out of the bottle, this 100% Syrah delights for its overall balance and deep, rich array of cherries and blueberries. If you pay attention, you'll find more complex layers of sautéed wild mushrooms, grilled prosciutto and toast. Dry and tannic, and would be ideal with roasted lamb.",Le Mistral Vineyard,92,35.0,California,Monterey County,Central Coast,Syrah,Baker & Brain
286,France,"There is a great balance here between the creamy fruit and the wood flavors. Apricots, ripe apples and melon are spiced with the right amount of toastiness. The wine has a rich, warm feel. It is still young, so wait until 2015 to drink.",Les Charmes Dessus,91,60.0,Burgundy,Santenay,,Chardonnay,Domaine de Bellene
287,France,"Hugely tannic at this stage, this dense and complex wine has great structure partnered with dark black fruit and licorice. There is forward bitterness, suggesting this wine needs aging. Drink from 2017.",Cuvée Germain,91,16.0,Southwest France,Côtes du Tarn,,Bordeaux-style Red Blend,Domaine D'en Ségur
288,France,"This is a ripe and smoothly textured wine. It is already finely balanced, rich with toast, apricot fruits and a tight, mineral character. It is enjoyable now but will age well until 2022.",Quintessence,91,40.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Domaine Sangouard-Guyot
289,US,"Sourced from a 15-acre vineyard on Parrett Mountain, this displays single vineyard specificity. Entry is surprisingly soft, and (perhaps influenced by the name) there seems to be a pleasing clay-like quality to the mouthfeel. Clean blueberry fruit leads into a tasty, balanced finish.",Clay Court,91,60.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Elk Cove
